voter_id,precinct,party,age,gender,ethnicity,mail_ballot_status,vote_history_2016,vote_history_2018,vote_history_2020,vote_history_2022,vote_history_2024
CA10001676,0725011,D,42,F,O,N,N,Y,Y,Y,N
CA10001677,0100250,D,33,F,W,Y,N,Y,N,N,N
CA10001678,0200029,R,52,F,W,N,Y,N,Y,N,N
CA10001679,0720027,N,65,M,B,N,N,Y,Y,Y,N
CA10001680,0200130,N,72,F,W,Y,Y,Y,N,N,N
CA10001681,0725012,D,51,F,W,Y,N,N,Y,N,N
CA10001682,0200121,D,47,F,W,Y,Y,Y,Y,Y,Y
CA10001683,0720030,D,18,F,W,N,N,N,Y,N,Y
CA10001684,0725002,R,77,F,W,Y,Y,Y,Y,Y,Y
CA10001685,0720012,R,41,F,W,Y,Y,N,Y,Y,N
CA10001686,0720015,D,28,M,W,Y,N,N,N,N,N
CA10001687,0710052,N,47,F,H,Y,Y,Y,N,N,N
CA10001688,0725012,D,77,M,W,Y,N,N,N,N,N
CA10001689,0710049,N,83,F,W,Y,Y,Y,Y,Y,Y
CA10001690,0720030,R,72,F,W,Y,N,N,N,Y,Y
CA10001691,0250047,D,54,F,W,Y,Y,Y,Y,Y,Y
CA10001692,0720012,D,46,F,H,Y,Y,N,Y,Y,Y
CA10001693,0720016,N,29,F,W,Y,Y,N,N,Y,Y
CA10001694,0720017,R,50,F,H,Y,N,Y,N,N,N
CA10001695,0200122,D,61,F,W,Y,Y,N,N,Y,N
CA10001696,0720018,D,84,M,W,N,Y,N,N,N,N
CA10001697,0725015,D,76,F,W,Y,N,N,N,Y,N
CA10001698,0720025,R,84,F,H,N,Y,Y,Y,Y,Y
CA10001699,0725016,D,27,F,W,Y,N,N,Y,Y,Y
CA10001700,0720029,D,56,F,W,Y,Y,Y,N,Y,N
CA10001701,0720017,D,31,M,H,Y,Y,N,N,N,Y
CA10001702,0710050,D,80,F,W,N,N,Y,N,N,N
CA10001703,0725015,D,39,F,W,Y,Y,Y,N,N,N
CA10001704,0725012,N,29,F,H,N,N,Y,N,N,Y
CA10001705,0720012,R,34,F,W,Y,Y,N,N,Y,N
CA10001706,0725016,D,78,M,H,N,Y,N,Y,Y,N
CA10001707,0725013,D,82,F,W,Y,N,Y,N,Y,Y
CA10001708,0725006,D,85,F,W,Y,N,Y,N,N,N
CA10001709,0250052,N,48,F,W,Y,Y,Y,N,Y,N
CA10001710,0725002,N,75,F,W,N,Y,Y,N,N,Y
CA10001711,0200122,D,66,M,W,Y,Y,Y,N,Y,Y
CA10001712,0725016,R,71,U,H,Y,Y,Y,Y,Y,N
CA10001713,0725014,D,70,M,A,N,N,N,Y,N,Y
CA10001714,0725002,N,70,F,W,Y,Y,Y,N,Y,Y
CA10001715,0710051,R,80,M,W,Y,N,Y,N,N,N
CA10001716,0720029,R,58,F,B,N,N,Y,Y,Y,N
CA10001717,0720030,D,18,F,W,N,N,N,N,N,N
CA10001718,0720014,D,48,F,H,Y,N,Y,Y,Y,N
CA10001719,0720019,D,33,F,H,Y,N,N,N,Y,N
CA10001720,0720024,D,84,F,W,Y,Y,Y,Y,Y,Y
CA10001721,0710053,D,78,M,H,Y,Y,Y,Y,Y,N
CA10001722,0725014,D,71,U,W,Y,Y,Y,Y,Y,Y
CA10001723,0200142,D,47,F,H,Y,N,N,Y,N,Y
CA10001724,0725006,N,52,M,W,Y,N,Y,Y,Y,Y
CA10001725,0720011,D,36,M,W,Y,Y,N,N,N,N
CA10001726,0720028,N,44,M,W,Y,N,N,N,Y,N
CA10001727,0725005,R,40,M,W,Y,Y,N,N,N,N
CA10001728,0720022,D,37,F,W,N,Y,N,N,Y,Y
CA10001729,0720017,D,71,F,W,Y,Y,N,Y,Y,Y
CA10001730,0200029,D,81,M,W,N,N,Y,N,N,Y
CA10001731,0100267,D,75,M,W,Y,Y,Y,Y,Y,Y
CA10001732,0200136,R,33,M,H,Y,N,N,N,N,N
CA10001733,0200142,D,26,F,W,Y,Y,Y,N,Y,Y
CA10001734,0725012,R,41,M,W,N,Y,Y,N,Y,Y
CA10001735,0725004,D,20,F,W,Y,N,N,N,N,N
CA10001736,0725003,D,63,M,W,N,Y,Y,Y,Y,Y
CA10001737,0725005,R,52,F,H,Y,N,Y,Y,Y,N
CA10001738,0720026,D,29,M,W,Y,N,N,N,N,N
CA10001739,0720027,N,83,F,W,Y,N,N,N,Y,Y
CA10001740,0725009,R,74,F,W,Y,Y,Y,Y,Y,Y
CA10001741,0720011,D,24,M,H,Y,N,N,N,N,N
CA10001742,0200130,D,43,F,O,Y,Y,Y,Y,N,Y
CA10001743,0720028,D,70,M,W,Y,N,Y,N,Y,Y
CA10001744,0725009,R,19,M,W,N,N,Y,Y,N,N
CA10001745,0725009,D,69,F,W,Y,Y,N,N,N,Y
CA10001746,0720017,D,18,M,B,Y,N,N,N,N,Y
CA10001747,0720021,D,76,F,H,N,N,N,Y,N,N
CA10001748,0720027,N,79,U,W,Y,Y,Y,Y,Y,Y
CA10001749,0720019,D,30,F,W,Y,N,N,Y,Y,N
CA10001750,0725006,N,60,F,H,Y,N,N,N,N,N
CA10001751,0720015,R,59,F,W,N,Y,Y,N,N,Y
CA10001752,0710052,D,69,M,W,Y,Y,Y,N,Y,Y
CA10001753,0720026,D,82,M,W,Y,Y,N,Y,Y,N
CA10001754,0100267,D,62,F,W,Y,Y,Y,Y,N,Y
CA10001755,0720011,R,46,M,W,Y,Y,Y,N,Y,Y
CA10001756,0200121,D,32,F,B,N,N,N,Y,Y,N
CA10001757,0200122,D,25,F,W,Y,Y,Y,Y,Y,Y
CA10001758,0100250,D,40,M,A,N,N,N,Y,Y,Y
CA10001759,0720026,D,65,M,H,Y,Y,N,N,N,N
CA10001760,0720016,D,23,U,W,N,Y,Y,N,N,Y
CA10001761,0100250,D,29,M,W,Y,N,N,Y,N,Y
CA10001762,0710050,N,71,M,O,Y,Y,Y,Y,N,N
CA10001763,0200147,N,75,U,W,Y,N,N,N,N,N
CA10001764,0200130,N,27,U,H,Y,N,N,Y,N,Y
CA10001765,0720022,N,28,F,W,Y,Y,Y,N,Y,N
CA10001766,0720022,N,36,M,W,Y,Y,Y,Y,N,Y
CA10001767,0200122,R,29,M,H,Y,N,N,N,N,N
CA10001768,0720017,D,53,F,H,Y,Y,Y,Y,Y,Y
CA10001769,0200136,N,49,M,H,N,Y,Y,Y,Y,N
CA10001770,0725008,D,85,F,W,Y,Y,Y,Y,N,Y
CA10001771,0200121,D,41,M,H,Y,Y,N,Y,N,Y
CA10001772,0725007,N,24,M,H,N,Y,N,Y,Y,N
CA10001773,0720016,D,25,M,W,Y,Y,Y,N,N,N
CA10001774,0200117,D,53,M,W,Y,N,Y,Y,Y,Y
CA10001775,0725014,N,71,M,H,Y,N,N,N,N,N
CA10001776,0725010,D,82,M,W,Y,N,Y,Y,N,N
CA10001777,0200048,R,74,M,W,Y,Y,Y,Y,Y,N
CA10001778,0725009,D,78,M,W,Y,N,N,N,Y,Y
CA10001779,0200122,D,78,U,W,Y,N,N,N,N,N
CA10001780,0200122,D,43,F,H,Y,N,Y,Y,N,Y
CA10001781,0100134,D,64,F,W,N,Y,N,N,N,N
CA10001782,0250052,N,41,M,H,N,Y,N,N,N,N
CA10001783,0710051,N,78,M,H,N,Y,Y,N,Y,N
CA10001784,0720015,D,36,M,W,Y,Y,Y,Y,Y,Y
CA10001785,0250047,N,23,U,B,Y,N,N,Y,N,N
CA10001786,0725001,D,46,F,W,Y,N,N,Y,N,N
CA10001787,0725013,D,19,M,W,Y,Y,Y,Y,Y,Y
CA10001788,0720016,D,55,M,H,Y,N,Y,Y,Y,Y
CA10001789,0100250,D,33,F,W,Y,Y,N,Y,N,N
CA10001790,0200122,N,78,M,W,Y,N,Y,N,Y,N
CA10001791,0725013,D,35,M,W,Y,N,Y,Y,Y,N
CA10001792,0725004,D,77,M,H,Y,Y,Y,Y,Y,Y
CA10001793,0725011,N,77,M,W,N,Y,Y,N,Y,Y
CA10001794,0725010,D,79,F,H,Y,Y,Y,Y,Y,N
CA10001795,0725011,R,74,M,W,Y,N,N,N,Y,Y
CA10001796,0710051,D,68,F,W,Y,Y,Y,Y,N,Y
CA10001797,0200130,D,75,F,W,Y,Y,Y,Y,Y,Y
CA10001798,0720017,N,71,F,W,N,N,Y,Y,Y,Y
CA10001799,0725006,D,51,F,B,Y,N,N,Y,N,N
CA10001800,0100134,N,21,F,B,Y,Y,Y,Y,Y,N
CA10001801,0720020,N,50,F,W,Y,N,Y,Y,Y,N
CA10001802,0725007,N,62,M,W,Y,Y,Y,Y,Y,Y
CA10001803,0250052,D,69,F,W,Y,N,N,N,N,N
CA10001804,0200048,D,77,F,H,Y,N,N,Y,Y,N
CA10001805,0720026,N,32,M,H,Y,N,Y,Y,Y,Y
CA10001806,0250052,D,40,M,A,N,N,N,N,Y,N
CA10001807,0200147,D,68,M,H,N,Y,N,Y,N,Y
CA10001808,0725013,D,69,F,W,Y,N,N,N,N,N
CA10001809,0725015,N,41,M,W,Y,N,N,Y,N,N
CA10001810,0710050,D,18,F,B,Y,Y,N,Y,Y,Y
CA10001811,0725014,D,59,M,H,N,N,N,N,N,N
CA10001812,0200142,D,33,F,W,Y,Y,N,N,Y,N
CA10001813,0720020,N,60,F,W,Y,Y,Y,Y,Y,Y
CA10001814,0720015,D,75,F,W,N,Y,Y,N,N,N
CA10001815,0100250,R,23,F,H,Y,N,N,N,Y,N
CA10001816,0720015,D,56,F,W,Y,Y,Y,Y,Y,N
CA10001817,0250047,R,44,M,B,N,Y,Y,Y,Y,Y
CA10001818,0200029,D,46,U,W,N,N,Y,N,N,N
CA10001819,0710053,D,44,F,H,Y,N,Y,Y,N,Y
CA10001820,0725013,D,21,M,H,Y,N,Y,N,N,N
CA10001821,0720029,D,74,F,H,Y,N,N,N,N,Y
CA10001822,0720023,N,43,M,W,Y,Y,Y,Y,Y,N
CA10001823,0200117,D,44,F,W,Y,Y,Y,N,Y,N
CA10001824,0710049,D,69,M,W,Y,N,N,N,N,N
CA10001825,0200136,D,21,F,W,Y,N,Y,N,Y,N
CA10001826,0710052,N,35,M,W,Y,Y,N,N,N,N
CA10001827,0725008,D,35,M,H,Y,Y,Y,N,Y,Y
CA10001828,0710051,N,34,M,H,N,N,Y,N,N,N
CA10001829,0720012,D,32,F,H,N,N,N,N,N,N
CA10001830,0250047,R,48,F,W,Y,N,Y,N,N,N
CA10001831,0720026,D,55,U,W,N,N,N,N,N,N
CA10001832,0720026,R,59,F,H,Y,Y,Y,N,Y,Y
CA10001833,0725011,R,64,M,W,Y,N,N,Y,N,N
CA10001834,0200147,D,62,M,W,Y,Y,Y,Y,Y,N
CA10001835,0200147,D,70,M,H,Y,N,Y,N,N,N
CA10001836,0710053,D,40,F,H,Y,N,Y,N,Y,Y
CA10001837,0710051,D,61,F,W,Y,Y,Y,Y,Y,Y
CA10001838,0725001,D,24,F,W,Y,Y,Y,Y,Y,Y
CA10001839,0200117,D,46,M,W,Y,N,N,Y,Y,Y
CA10001840,0720017,D,71,F,W,Y,N,N,N,N,N
CA10001841,0720028,N,47,F,W,N,Y,Y,Y,Y,Y
CA10001842,0250047,D,70,M,H,Y,N,N,N,N,N
CA10001843,0720016,N,53,F,W,Y,N,N,N,N,N
CA10001844,0720018,D,22,M,H,N,N,N,N,N,N
CA10001845,0720022,N,61,M,W,Y,Y,Y,Y,Y,Y
CA10001846,0100267,R,54,F,W,Y,Y,Y,Y,Y,Y
CA10001847,0250047,D,67,F,W,Y,Y,N,N,N,N
CA10001848,0725010,R,71,F,W,N,Y,N,N,Y,N
CA10001849,0100134,D,61,M,A,Y,Y,N,Y,Y,N
CA10001850,0725011,D,20,F,W,Y,N,Y,N,Y,N
CA10001851,0720018,D,30,M,W,Y,N,N,N,N,N
CA10001852,0720020,D,62,F,W,N,Y,N,Y,Y,N
CA10001853,0725012,D,65,F,A,Y,Y,Y,Y,Y,Y
CA10001854,0725006,R,32,M,W,Y,N,N,N,Y,Y
CA10001855,0720018,D,72,M,A,Y,Y,Y,Y,Y,Y
CA10001856,0725003,N,45,M,W,Y,N,Y,N,N,N
CA10001857,0725016,N,53,F,H,Y,N,N,N,N,N
CA10001858,0725013,D,23,M,H,N,Y,N,Y,N,N
CA10001859,0725010,N,69,M,H,Y,N,N,N,N,N
CA10001860,0200122,D,76,M,H,Y,N,N,N,Y,N
CA10001861,0720017,R,41,F,H,N,Y,N,N,N,Y
CA10001862,0720029,D,40,F,W,Y,N,N,N,Y,Y
CA10001863,0725006,N,44,F,W,Y,Y,N,Y,Y,Y
CA10001864,0720017,D,55,M,W,Y,N,N,Y,N,N
CA10001865,0720012,N,20,M,W,Y,N,Y,N,N,Y
CA10001866,0720026,N,42,M,W,Y,Y,N,Y,N,N
CA10001867,0725012,R,24,F,H,N,N,Y,N,Y,Y
CA10001868,0100134,N,66,U,W,N,Y,N,Y,N,Y
CA10001869,0200121,N,50,F,W,Y,Y,N,N,N,N
CA10001870,0100267,D,78,M,W,Y,Y,Y,N,Y,Y
CA10001871,0720025,D,26,F,W,Y,N,Y,Y,N,Y
CA10001872,0720025,N,21,F,W,Y,Y,Y,Y,Y,Y
CA10001873,0710052,D,27,M,W,N,N,N,N,N,Y
CA10001874,0720017,N,34,M,W,N,Y,Y,Y,Y,Y
CA10001875,0720018,R,51,M,W,N,N,N,N,N,N
CA10001876,0720023,D,28,M,H,Y,Y,Y,Y,Y,Y
CA10001877,0100250,D,29,F,W,N,Y,Y,Y,Y,Y
CA10001878,0725007,D,49,F,H,N,Y,N,Y,Y,N
CA10001879,0720011,D,63,M,H,N,N,Y,N,Y,Y
CA10001880,0725005,D,49,F,H,Y,N,Y,Y,Y,Y
CA10001881,0720023,R,84,M,B,N,Y,Y,Y,Y,Y
CA10001882,0720030,D,85,M,W,N,Y,Y,Y,N,N
CA10001883,0200130,D,24,U,W,Y,Y,N,N,Y,Y
CA10001884,0720021,D,70,M,A,N,N,N,N,N,Y
CA10001885,0720030,D,49,M,H,Y,N,N,N,N,N
CA10001886,0725011,N,19,M,W,Y,Y,N,N,N,N
CA10001887,0250047,D,85,F,O,Y,Y,Y,Y,Y,Y
CA10001888,0725003,D,77,F,W,N,N,Y,N,N,N
CA10001889,0710053,D,27,M,W,Y,Y,Y,Y,Y,Y
CA10001890,0720029,D,73,F,H,Y,Y,N,N,Y,N
CA10001891,0725007,D,37,M,W,N,Y,N,Y,Y,N
CA10001892,0725001,N,69,M,B,N,N,N,N,N,N
CA10001893,0720017,D,34,F,W,Y,Y,N,Y,Y,Y
CA10001894,0720028,N,79,M,H,N,N,N,N,Y,N
CA10001895,0720023,N,33,F,W,Y,N,N,N,N,Y
CA10001896,0720023,N,43,F,W,N,N,N,Y,N,N
CA10001897,0200136,D,60,F,H,Y,N,N,N,Y,Y
CA10001898,0725008,R,55,F,W,Y,N,N,N,N,Y
CA10001899,0720026,N,34,F,W,N,N,Y,Y,Y,Y
CA10001900,0200048,D,78,F,O,Y,N,N,Y,N,N
CA10001901,0720026,D,62,M,W,Y,Y,Y,Y,Y,Y
CA10001902,0720026,D,28,F,H,Y,N,Y,N,N,N
CA10001903,0725004,D,68,M,W,Y,Y,Y,Y,N,Y
CA10001904,0720011,D,53,U,O,Y,N,Y,Y,Y,Y
CA10001905,0720029,N,68,F,H,N,Y,N,N,N,N
CA10001906,0725002,D,20,F,W,Y,Y,Y,Y,Y,N
CA10001907,0720019,D,44,F,H,Y,Y,Y,N,N,Y
CA10001908,0100250,D,82,F,H,Y,N,N,N,N,N
CA10001909,0200142,D,33,F,H,Y,N,N,N,Y,Y
CA10001910,0725005,D,36,F,W,Y,Y,Y,Y,Y,Y
CA10001911,0725004,D,32,F,W,Y,Y,Y,N,Y,Y
CA10001912,0720022,D,18,F,B,Y,Y,Y,N,N,N
CA10001913,0725005,D,35,F,A,Y,Y,Y,Y,Y,Y
CA10001914,0720028,N,71,F,W,Y,Y,N,Y,Y,N
CA10001915,0100134,N,47,U,W,Y,N,Y,Y,Y,N
CA10001916,0250052,N,84,M,W,Y,N,Y,N,N,Y
CA10001917,0725008,D,29,F,W,Y,N,N,Y,N,Y
CA10001918,0200142,D,48,F,W,Y,Y,Y,Y,Y,Y
CA10001919,0720021,D,64,M,W,Y,Y,Y,Y,N,Y
CA10001920,0720021,N,81,F,H,Y,Y,Y,N,Y,Y
CA10001921,0720030,N,54,F,W,Y,Y,Y,Y,Y,Y
CA10001922,0720025,R,54,F,H,Y,N,N,N,N,N
CA10001923,0720023,D,81,M,H,Y,Y,N,Y,Y,Y
CA10001924,0100250,N,19,M,A,Y,Y,N,Y,Y,Y
CA10001925,0720024,N,21,M,B,N,Y,Y,N,N,Y
CA10001926,0720012,N,24,M,W,Y,Y,Y,Y,Y,Y
CA10001927,0710051,D,66,U,H,Y,Y,N,N,N,Y
CA10001928,0725008,N,33,F,H,Y,N,N,N,N,N
CA10001929,0725007,N,45,M,W,Y,Y,N,Y,Y,Y
CA10001930,0720017,D,18,M,W,Y,N,N,N,N,N
CA10001931,0710051,R,18,F,W,Y,Y,Y,Y,Y,N
CA10001932,0725007,D,79,M,H,Y,N,Y,Y,Y,Y
CA10001933,0710050,D,38,F,B,Y,N,N,N,N,N
CA10001934,0710050,D,38,M,W,Y,Y,Y,N,Y,Y
CA10001935,0100134,D,72,F,W,Y,N,N,N,N,N
CA10001936,0720025,R,19,F,W,Y,N,N,N,N,N
CA10001937,0720020,N,73,F,H,Y,Y,Y,Y,Y,Y
CA10001938,0710050,R,37,M,H,Y,N,N,Y,N,N
CA10001939,0200048,N,82,F,W,Y,N,N,Y,N,Y
CA10001940,0200029,R,66,F,W,Y,N,N,Y,Y,N
CA10001941,0720022,D,56,F,W,Y,Y,N,Y,N,Y
CA10001942,0720021,N,35,M,B,N,N,N,N,N,N
CA10001943,0725004,N,69,F,H,Y,N,N,N,N,N
CA10001944,0200121,D,45,U,H,N,Y,N,N,Y,N
CA10001945,0710051,D,82,M,W,Y,Y,Y,N,N,N
CA10001946,0725014,N,73,M,W,Y,N,N,N,Y,N
CA10001947,0725007,D,27,F,A,Y,Y,N,Y,Y,N
CA10001948,0720020,N,38,M,W,N,N,N,N,Y,N
CA10001949,0200142,N,68,F,H,Y,Y,N,N,Y,N
CA10001950,0720025,D,79,M,H,Y,N,N,Y,N,N
CA10001951,0725008,N,65,M,W,Y,N,N,N,N,N
CA10001952,0720019,D,74,F,W,N,N,N,N,Y,N
CA10001953,0200136,R,68,F,W,Y,N,Y,Y,Y,Y
CA10001954,0720014,N,75,F,W,Y,Y,N,N,Y,Y
CA10001955,0720023,N,30,U,W,N,Y,Y,Y,Y,N
CA10001956,0725013,D,34,M,W,Y,Y,Y,Y,Y,Y
CA10001957,0200048,D,83,F,W,N,Y,Y,Y,Y,N
CA10001958,0100250,D,47,F,H,Y,N,N,N,N,Y
CA10001959,0725013,N,37,F,W,Y,Y,N,Y,Y,N
CA10001960,0100250,D,53,F,W,Y,Y,N,N,N,Y
CA10001961,0725016,D,80,M,W,Y,N,Y,N,N,N
CA10001962,0100267,N,44,M,H,Y,N,N,N,Y,N
CA10001963,0710049,D,50,F,A,Y,N,N,Y,N,Y
CA10001964,0710051,N,36,F,H,Y,Y,Y,N,Y,Y
CA10001965,0710052,D,20,F,H,Y,Y,Y,Y,Y,Y
CA10001966,0720015,D,64,U,W,Y,N,Y,Y,N,N
CA10001967,0100134,D,84,F,W,Y,N,N,Y,N,N
CA10001968,0720018,R,49,F,W,N,N,N,N,N,N
CA10001969,0200142,N,71,F,W,N,Y,N,Y,Y,Y
CA10001970,0250052,D,29,M,O,Y,N,N,Y,N,Y
CA10001971,0720016,D,64,F,W,Y,N,N,N,N,Y
CA10001972,0200136,R,78,M,H,Y,Y,N,N,N,N
CA10001973,0725007,D,72,M,W,Y,N,N,Y,N,N
CA10001974,0720020,D,59,F,W,N,N,N,N,N,N
CA10001975,0720026,D,23,F,H,Y,Y,N,Y,N,N
CA10001976,0720024,D,67,M,H,N,Y,Y,Y,Y,N
CA10001977,0725005,N,69,M,W,N,Y,Y,N,N,Y
CA10001978,0725009,D,30,M,W,Y,N,N,N,N,N
CA10001979,0725013,D,80,M,W,Y,N,N,N,Y,N
CA10001980,0725011,R,36,M,H,Y,Y,Y,Y,Y,Y
CA10001981,0720021,D,49,F,W,N,Y,N,N,N,N
CA10001982,0250047,N,63,F,W,Y,Y,Y,Y,N,N
CA10001983,0720012,N,61,F,H,Y,N,N,N,N,N
CA10001984,0725005,D,46,F,H,Y,Y,Y,Y,Y,N
CA10001985,0720011,N,24,F,H,Y,N,N,N,N,N
CA10001986,0720020,D,59,F,W,Y,N,Y,Y,N,N
CA10001987,0720020,D,24,F,W,Y,Y,N,Y,Y,Y
CA10001988,0720022,D,55,M,H,Y,Y,Y,Y,Y,Y
CA10001989,0200130,D,58,F,H,N,Y,Y,N,Y,Y
CA10001990,0720030,D,36,F,W,Y,N,N,Y,Y,N
CA10001991,0720027,N,56,F,O,Y,Y,Y,N,Y,Y
CA10001992,0725009,N,49,F,H,Y,Y,Y,Y,Y,Y
CA10001993,0200147,D,33,M,H,N,Y,Y,N,Y,N
CA10001994,0200122,N,26,M,W,Y,N,Y,N,N,N
CA10001995,0710053,D,47,F,W,Y,Y,Y,Y,Y,Y
CA10001996,0720023,D,75,M,H,Y,Y,N,Y,Y,Y
CA10001997,0250047,D,21,F,W,Y,N,N,Y,N,N
CA10001998,0200147,D,42,M,W,N,Y,N,Y,N,Y
CA10001999,0725009,N,48,M,H,Y,Y,N,Y,N,N
CA10002000,0720029,D,23,M,O,Y,N,N,N,N,N
CA10002001,0720022,D,75,F,W,Y,Y,Y,Y,Y,Y
CA10002002,0725016,N,26,F,A,Y,N,N,N,N,Y
CA10002003,0710050,N,34,M,W,Y,N,N,N,N,N
CA10002004,0725010,R,41,F,W,N,N,Y,N,Y,N
CA10002005,0725014,D,59,M,W,Y,N,N,N,N,N
CA10002006,0710053,D,50,F,W,N,Y,Y,Y,Y,Y
CA10002007,0200048,N,64,M,H,Y,Y,Y,N,Y,Y
CA10002008,0725006,D,76,F,W,Y,N,Y,N,N,N
CA10002009,0720020,N,73,M,W,Y,Y,Y,Y,Y,Y
CA10002010,0710050,D,57,M,W,N,Y,Y,Y,Y,Y
CA10002011,0100134,N,27,F,W,N,Y,N,Y,Y,N
CA10002012,0720018,D,18,M,W,Y,Y,N,N,Y,Y
CA10002013,0250047,D,69,M,W,N,N,Y,Y,Y,N
CA10002014,0100250,D,59,F,W,Y,Y,Y,Y,Y,Y
CA10002015,0200048,N,58,F,W,Y,N,Y,N,Y,Y
CA10002016,0200130,D,35,M,W,Y,N,N,Y,Y,Y
CA10002017,0100250,D,23,F,W,Y,Y,Y,Y,Y,Y
CA10002018,0720025,N,32,F,W,Y,N,N,N,N,Y
CA10002019,0720024,N,56,F,W,Y,N,Y,N,Y,Y
CA10002020,0200029,D,63,M,H,Y,Y,N,N,Y,N
CA10002021,0720015,R,78,F,W,N,Y,N,N,N,N
CA10002022,0720028,D,26,M,H,Y,Y,N,N,N,N
CA10002023,0720011,D,52,F,O,N,Y,Y,Y,Y,Y
CA10002024,0710052,D,68,M,W,Y,Y,Y,Y,N,Y
CA10002025,0725011,D,61,F,W,Y,N,Y,Y,N,Y
CA10002026,0720022,D,38,F,A,Y,Y,Y,N,N,Y
CA10002027,0725004,N,70,F,W,Y,N,Y,N,Y,N
CA10002028,0720022,D,48,F,H,Y,N,Y,Y,N,N
CA10002029,0200121,N,83,F,H,Y,Y,Y,Y,Y,Y
CA10002030,0725011,D,18,F,W,Y,N,N,N,Y,N
CA10002031,0710052,D,44,M,O,Y,N,N,N,N,N
CA10002032,0725003,N,36,F,O,Y,Y,N,Y,Y,N
CA10002033,0200121,N,35,F,W,N,N,N,N,N,N
CA10002034,0200117,D,32,M,W,Y,N,N,Y,N,N
CA10002035,0725005,D,46,M,W,Y,Y,Y,Y,Y,Y
CA10002036,0725011,D,49,F,W,Y,N,Y,Y,Y,Y
CA10002037,0725004,N,79,F,W,Y,N,Y,Y,N,N
CA10002038,0725008,D,27,F,W,Y,Y,Y,Y,Y,Y
CA10002039,0725003,D,28,F,W,N,N,Y,N,Y,N
CA10002040,0725016,N,33,M,W,N,N,N,Y,Y,Y
CA10002041,0725011,R,51,F,H,Y,N,N,N,Y,Y
CA10002042,0725006,N,30,F,B,N,Y,N,Y,Y,Y
CA10002043,0200117,D,81,M,A,Y,Y,N,N,N,N
CA10002044,0720021,D,18,M,B,Y,N,Y,Y,N,Y
CA10002045,0720012,R,80,F,W,N,N,N,N,N,N
CA10002046,0250047,D,27,M,H,Y,N,Y,Y,Y,N
CA10002047,0720028,N,39,M,W,Y,N,Y,Y,N,Y
CA10002048,0720030,D,73,U,W,Y,Y,Y,Y,N,Y
CA10002049,0725009,N,27,M,H,Y,Y,Y,Y,Y,Y
CA10002050,0720025,D,63,M,H,N,N,N,N,Y,Y
CA10002051,0725006,D,61,M,W,N,Y,Y,N,Y,Y
CA10002052,0720020,D,29,F,W,Y,Y,Y,Y,Y,Y
CA10002053,0100267,D,55,F,H,Y,Y,Y,Y,Y,N
CA10002054,0200147,N,23,F,W,Y,Y,Y,N,N,N
CA10002055,0200029,D,52,U,H,Y,Y,Y,Y,Y,Y
CA10002056,0720014,D,38,M,W,Y,Y,Y,Y,Y,Y
CA10002057,0250047,N,56,M,W,N,Y,Y,Y,Y,Y
CA10002058,0725007,D,49,M,W,Y,N,N,N,N,N
CA10002059,0725003,D,34,F,W,N,N,N,N,N,N
CA10002060,0720030,D,77,F,W,N,Y,Y,N,Y,N
CA10002061,0720013,R,56,M,W,Y,N,N,N,N,N
CA10002062,0720018,D,76,M,A,Y,Y,Y,Y,Y,Y
CA10002063,0710049,D,62,F,A,Y,N,N,Y,N,N
CA10002064,0200121,R,74,M,A,N,Y,Y,Y,Y,Y
CA10002065,0720023,D,65,F,W,Y,N,N,N,N,N
CA10002066,0720019,D,24,F,W,Y,Y,Y,Y,Y,Y
CA10002067,0720021,R,47,F,W,Y,Y,Y,Y,Y,N
CA10002068,0720027,D,56,F,W,Y,Y,Y,Y,Y,Y
CA10002069,0725002,D,68,M,W,Y,N,N,N,N,Y
CA10002070,0200147,R,36,F,W,Y,Y,Y,Y,N,Y
CA10002071,0720013,R,68,F,W,Y,Y,N,N,Y,Y
CA10002072,0725013,N,19,M,W,Y,Y,N,Y,Y,N
CA10002073,0710053,N,41,F,H,N,N,N,N,Y,Y
CA10002074,0200130,D,73,M,A,Y,N,Y,Y,Y,Y
CA10002075,0200130,D,56,M,W,Y,N,Y,N,N,N
CA10002076,0250052,N,18,M,O,Y,N,N,Y,N,N
CA10002077,0720026,D,63,M,W,Y,N,Y,N,N,Y
CA10002078,0720023,D,80,M,W,Y,Y,Y,Y,Y,Y
CA10002079,0720013,N,53,F,W,N,N,N,Y,N,N
CA10002080,0200136,R,18,M,H,Y,N,Y,N,N,N
CA10002081,0725012,D,27,M,W,N,Y,Y,Y,N,N
CA10002082,0720014,R,31,F,H,Y,N,N,N,Y,N
CA10002083,0725010,N,26,M,H,Y,Y,Y,Y,Y,Y
CA10002084,0725008,D,25,M,W,N,Y,N,N,Y,Y
CA10002085,0725002,N,44,M,W,N,Y,Y,Y,Y,Y
CA10002086,0720025,D,54,F,W,Y,Y,Y,Y,Y,Y
CA10002087,0725009,R,76,F,H,Y,Y,Y,Y,N,Y
CA10002088,0200136,N,73,M,H,Y,Y,N,Y,Y,N
CA10002089,0200121,N,43,F,W,Y,Y,N,N,N,Y
CA10002090,0725011,N,21,F,H,N,Y,Y,Y,N,N
CA10002091,0720015,D,36,F,O,Y,Y,N,N,Y,N
CA10002092,0720012,D,67,F,O,Y,Y,Y,Y,Y,Y
