"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"0250047","150601","4000","18","2094","0.859598853","80","22.5"
"0250047","150601","4004","93","2094","4.441260744","404","23.01980198"
"0250047","150601","4006","61","2094","2.913085004","61","100"
"0250047","150601","4007","139","2094","6.638013371","319","43.573667711"
"0250047","150602","1014","2","2094","0.095510983","25","8"
"0250047","150602","2002","6","2094","0.286532951","66","9.09090909"
"0250047","150602","2003","52","2094","2.483285577","52","100"
"0250047","150602","2004","69","2094","3.295128939","76","90.789473684"
"0250047","150602","2005","50","2094","2.387774594","50","100"
"0250047","150602","2006","120","2094","5.730659025","120","100"
"0250047","150602","2007","49","2094","2.340019102","49","100"
"0250047","150602","2008","55","2094","2.626552053","55","100"
"0250047","150602","2012","21","2094","1.002865329","35","60"
"0250047","150602","2013","69","2094","3.295128939","69","100"
"0250047","150602","2014","61","2094","2.913085004","61","100"
"0250047","150602","3002","4","2094","0.191021967","98","4.081632653"
"0250047","150602","3007","26","2094","1.241642788","26","100"
"0250047","150602","3008","93","2094","4.441260744","93","100"
"0250047","150602","3009","68","2094","3.247373447","68","100"
"0250047","150602","3010","70","2094","3.342884431","70","100"
"0250047","150602","3011","45","2094","2.148997134","45","100"
"0250047","150602","3012","90","2094","4.297994269","90","100"
"0250047","150602","3013","93","2094","4.441260744","110","84.545454545"
"0250047","150602","3014","57","2094","2.722063037","57","100"
"0250047","150602","3015","104","2094","4.966571155","104","100"
"0250047","150602","3016","48","2094","2.29226361","63","76.19047619"
"0250047","150602","3017","38","2094","1.814708691","38","100"
"0250047","150602","3020","67","2094","3.199617956","67","100"
"0250047","150611","3005","8","2094","0.382043935","86","9.302325581"
"0250049","150611","2003","1","292","0.342465753","127","0.787401574"
"0250049","150611","3003","71","292","24.315068493","77","92.207792207"
"0250049","150611","3004","64","292","21.917808219","64","100"
"0250049","150611","3005","78","292","26.712328767","86","90.697674418"
"0250049","150611","3006","17","292","5.821917808","17","100"
"0250049","150611","3011","38","292","13.01369863","45","84.444444444"
"0250049","150611","3012","23","292","7.876712328","39","58.974358974"
"0250051","150611","1002","344","2128","16.165413533","344","100"
"0250051","150611","1003","161","2128","7.565789473","161","100"
"0250051","150611","1004","15","2128","0.704887218","38","39.47368421"
"0250051","150611","1006","109","2128","5.122180451","110","99.09090909"
"0250051","150611","2000","50","2128","2.34962406","52","96.153846153"
"0250051","150611","2001","17","2128","0.79887218","17","100"
"0250051","150611","2002","16","2128","0.751879699","16","100"
"0250051","150611","2003","70","2128","3.289473684","127","55.118110236"
"0250051","150611","2004","20","2128","0.939849624","20","100"
"0250051","150611","2005","15","2128","0.704887218","15","100"
"0250051","150611","2006","26","2128","1.221804511","26","100"
"0250051","150611","2007","32","2128","1.503759398","32","100"
"0250051","150611","2008","18","2128","0.845864661","18","100"
"0250051","150611","2009","47","2128","2.208646616","47","100"
"0250051","150611","2010","86","2128","4.041353383","86","100"
"0250051","150611","2011","13","2128","0.610902255","25","52"
"0250051","150611","2013","35","2128","1.644736842","35","100"
"0250051","150611","3000","96","2128","4.511278195","96","100"
"0250051","150611","3001","37","2128","1.738721804","37","100"
"0250051","150611","3002","88","2128","4.135338345","88","100"
"0250051","150611","3011","7","2128","0.328947368","45","15.555555555"
"0250051","150611","3012","16","2128","0.751879699","39","41.025641025"
"0250051","150611","4000","393","2128","18.468045112","393","100"
"0250051","150611","4001","19","2128","0.892857142","19","100"
"0250051","150611","4002","141","2128","6.625939849","141","100"
"0250051","150611","4003","30","2128","1.409774436","30","100"
"0250051","150611","4004","54","2128","2.537593984","54","100"
"0250051","150611","4005","52","2128","2.443609022","52","100"
"0250051","150611","4006","93","2128","4.370300751","93","100"
"0250051","150612","1024","14","2128","0.657894736","49","28.571428571"
"0250051","150612","1027","14","2128","0.657894736","40","35"
"0250065","150603","4002","26","211","12.322274881","40","65"
"0250065","150603","4006","58","211","27.488151658","58","100"
"0250065","150603","4007","34","211","16.113744075","34","100"
"0250065","150603","4008","93","211","44.075829383","93","100"
"0300003","153301","2002","52","52","100","53","98.113207547"
"0300004","153301","2001","78","78","100","85","91.764705882"
"0300005","153302","2003","31","102","30.392156862","31","100"
"0300005","153302","2023","45","102","44.117647058","50","90"
"0300005","153302","2024","26","102","25.490196078","26","100"
"0300007","151406","1008","9","9","100","107","8.411214953"
"0300019","151309","1016","1","145","0.689655172","11","9.09090909"
"0300019","151310","5004","2","145","1.379310344","16","12.5"
"0300019","151310","5005","5","145","3.448275862","5","100"
"0300019","151310","5007","7","145","4.827586206","7","100"
"0300019","151310","5009","130","145","89.655172413","130","100"
"0300020","151309","2000","54","112","48.214285714","62","87.096774193"
"0300020","151309","2005","15","112","13.392857142","18","83.333333333"
"0300020","151309","3000","10","112","8.928571428","16","62.5"
"0300020","151309","3001","16","112","14.285714285","16","100"
"0300020","151309","3002","15","112","13.392857142","342","4.385964912"
"0300020","151403","2037","1","112","0.892857142","6","16.666666666"
"0300020","151505","2010","1","112","0.892857142","10","10"
"0300025","151403","2017","17","33","51.515151515","22","77.272727272"
"0300025","151403","2018","16","33","48.484848484","25","64"
"0310004","153103","1005","17","2077","0.818488204","747","2.275769745"
"0310004","153301","1001","52","2077","2.503610977","52","100"
"0310004","153301","1003","4","2077","0.192585459","53","7.547169811"
"0310004","153301","1004","11","2077","0.529610014","14","78.571428571"
"0310004","153301","1010","2","2077","0.096292729","82","2.43902439"
"0310004","153301","3001","278","2077","13.384689455","282","98.581560283"
"0310004","153301","3002","67","2077","3.225806451","67","100"
"0310004","153301","3003","24","2077","1.155512758","24","100"
"0310004","153301","3004","31","2077","1.492537313","31","100"
"0310004","153301","3005","25","2077","1.203659123","25","100"
"0310004","153301","3006","51","2077","2.455464612","51","100"
"0310004","153301","3007","46","2077","2.214732787","46","100"
"0310004","153301","3008","21","2077","1.011073663","21","100"
"0310004","153301","3009","5","2077","0.240731824","5","100"
"0310004","153301","3010","33","2077","1.588830043","33","100"
"0310004","153301","3011","26","2077","1.251805488","26","100"
"0310004","153301","3012","20","2077","0.962927298","20","100"
"0310004","153301","3013","43","2077","2.070293692","43","100"
"0310004","153301","3014","97","2077","4.6701974","97","100"
"0310004","153301","3015","26","2077","1.251805488","26","100"
"0310004","153301","3016","69","2077","3.322099181","69","100"
"0310004","153301","3017","19","2077","0.914780934","19","100"
"0310004","153301","3018","8","2077","0.385170919","8","100"
"0310004","153301","3019","32","2077","1.540683678","32","100"
"0310004","153301","3020","37","2077","1.781415503","37","100"
"0310004","153301","3021","31","2077","1.492537313","31","100"
"0310004","153301","3022","25","2077","1.203659123","25","100"
"0310004","153301","3023","26","2077","1.251805488","26","100"
"0310004","153301","3024","47","2077","2.262879152","47","100"
"0310004","153301","3025","18","2077","0.866634569","18","100"
"0310004","153301","3026","46","2077","2.214732787","46","100"
"0310004","153301","3027","26","2077","1.251805488","26","100"
"0310004","153301","3028","78","2077","3.755416466","78","100"
"0310004","153301","3029","36","2077","1.733269138","36","100"
"0310004","153301","4001","14","2077","0.674049109","120","11.666666666"
"0310004","153302","1002","166","2077","7.992296581","332","50"
"0310004","153302","1005","29","2077","1.396244583","29","100"
"0310004","153302","1006","33","2077","1.588830043","33","100"
"0310004","153302","3000","69","2077","3.322099181","157","43.949044585"
"0310004","153302","3001","4","2077","0.192585459","4","100"
"0310004","153302","3002","16","2077","0.770341839","16","100"
"0310004","153302","3003","27","2077","1.299951853","27","100"
"0310004","153302","3004","30","2077","1.444390948","30","100"
"0310004","153302","3005","43","2077","2.070293692","43","100"
"0310004","153302","3006","55","2077","2.648050072","55","100"
"0310004","153302","3007","61","2077","2.936928261","61","100"
"0310004","153302","3008","48","2077","2.311025517","48","100"
"0310004","153302","3009","34","2077","1.636976408","34","100"
"0310004","153302","3011","43","2077","2.070293692","43","100"
"0310004","153302","3012","28","2077","1.348098218","28","100"
"0310009","153102","3000","253","1837","13.772455089","253","100"
"0310009","153102","3001","29","1837","1.57866086","29","100"
"0310009","153102","3002","35","1837","1.905280348","35","100"
"0310009","153102","3003","16","1837","0.870985302","16","100"
"0310009","153102","3004","63","1837","3.429504627","83","75.903614457"
"0310009","153102","3007","3","1837","0.163309744","78","3.846153846"
"0310009","153102","4000","219","1837","11.921611322","219","100"
"0310009","153102","4001","42","1837","2.286336418","42","100"
"0310009","153102","4002","11","1837","0.598802395","11","100"
"0310009","153102","4003","41","1837","2.231899836","41","100"
"0310009","153103","1000","100","1837","5.443658138","179","55.865921787"
"0310009","153103","1001","58","1837","3.15732172","58","100"
"0310009","153103","1002","49","1837","2.667392487","49","100"
"0310009","153103","1005","107","1837","5.824714207","747","14.323962516"
"0310009","153103","2000","50","1837","2.721829069","50","100"
"0310009","153103","2001","339","1837","18.454001088","435","77.931034482"
"0310009","153103","2003","24","1837","1.306477953","30","80"
"0310009","153103","2004","82","1837","4.463799673","106","77.358490566"
"0310009","153103","2005","46","1837","2.504082743","46","100"
"0310009","153103","2006","1","1837","0.054436581","63","1.587301587"
"0310009","153103","2007","9","1837","0.489929232","13","69.23076923"
"0310009","153103","2008","3","1837","0.163309744","6","50"
"0310009","153103","3000","1","1837","0.054436581","93","1.075268817"
"0310009","153103","3002","1","1837","0.054436581","117","0.854700854"
"0310009","153104","1018","4","1837","0.217746325","217","1.843317972"
"0310009","153104","2001","85","1837","4.627109417","304","27.960526315"
"0310009","153104","2002","92","1837","5.008165487","132","69.696969696"
"0310009","153104","2003","65","1837","3.538377789","69","94.20289855"
"0310009","153104","2004","1","1837","0.054436581","61","1.639344262"
"0310009","153104","3000","1","1837","0.054436581","285","0.350877192"
"0310009","153201","1000","1","1837","0.054436581","14","7.142857142"
"0310009","153201","1001","1","1837","0.054436581","40","2.5"
"0310009","153301","4006","2","1837","0.108873162","53","3.773584905"
"0310009","153301","4008","1","1837","0.054436581","24","4.166666666"
"0310009","153302","1000","2","1837","0.108873162","70","2.857142857"
"0310016","153103","1000","79","798","9.899749373","179","44.134078212"
"0310016","153103","1003","13","798","1.629072681","13","100"
"0310016","153103","1004","39","798","4.887218045","39","100"
"0310016","153103","1005","523","798","65.538847117","747","70.01338688"
"0310016","153103","1006","9","798","1.127819548","9","100"
"0310016","153103","1007","48","798","6.015037593","48","100"
"0310016","153103","1008","34","798","4.260651629","34","100"
"0310016","153103","1009","21","798","2.631578947","21","100"
"0310016","153103","1010","26","798","3.258145363","26","100"
"0310016","153201","1001","1","798","0.125313283","40","2.5"
"0310016","153302","1002","1","798","0.125313283","332","0.301204819"
"0310016","153302","2000","4","798","0.501253132","168","2.38095238"
"0310022","153003","2002","2","653","0.306278713","36","5.555555555"
"0310022","153104","1004","5","653","0.765696784","5","100"
